4732316.024,2266250.703,1328.202
4732316.015,2266247.703,1328.191
4732319.261,2266250.703,1328.163
4732319.252,2266247.703,1328.165
4732322.497,2266250.703,1328.135
4732322.488,2266247.703,1328.140
4732325.734,2266250.703,1328.108
4732325.725,2266247.703,1328.114
4732328.970,2266250.703,1328.081
4732328.962,2266247.703,1328.088
4732332.207,2266250.703,1328.054
4732332.198,2266247.703,1328.060
4732335.444,2266250.703,1328.027
4732335.435,2266247.703,1328.032
4732338.680,2266250.703,1328.003
4732338.671,2266247.703,1328.004
4732341.917,2266250.703,1327.927
4732341.908,2266247.703,1327.906
4732345.153,2266250.703,1327.848
4732345.144,2266247.703,1327.797
4732348.390,2266250.703,1327.764
4732348.381,2266247.703,1327.704
4732351.622,2266250.703,1327.681
4732351.613,2266247.703,1327.601
4732352.893,2266250.703,1327.647
4732352.892,2266247.703,1327.565
4732356.130,2266250.703,1327.571
4732356.129,2266247.703,1327.500
4732359.367,2266250.703,1327.565
4732359.366,2266247.703,1327.500
4732362.604,2266250.703,1327.560
4732362.603,2266247.703,1327.500
4732365.841,2266250.703,1327.554
4732365.840,2266247.703,1327.500
4732369.078,2266250.703,1327.549
4732369.077,2266247.703,1327.500
4732372.315,2266250.703,1327.543
4732372.314,2266247.703,1327.500
4732375.552,2266250.703,1327.538
4732375.551,2266247.703,1327.500
4732378.789,2266250.703,1327.533
4732378.788,2266247.703,1327.500
4732382.026,2266250.703,1327.527
4732382.025,2266247.703,1327.500
4732385.263,2266250.703,1327.522
4732385.262,2266247.703,1327.500
4732388.496,2266250.703,1327.516
4732388.495,2266247.703,1327.500
4732318.689,2266243.405,1328.172
4732318.679,2266240.405,1328.161
4732321.925,2266243.405,1328.139
4732321.916,2266240.405,1328.135
4732325.162,2266243.405,1328.113
4732325.152,2266240.405,1328.110
4732328.398,2266243.405,1328.087
4732328.389,2266240.405,1328.084
4732331.635,2266243.405,1328.062
4732331.625,2266240.405,1328.064
4732334.871,2266243.405,1328.037
4732334.862,2266240.405,1328.045
4732338.108,2266243.405,1328.018
4732338.098,2266240.405,1328.027
4732341.344,2266243.405,1327.990
4732341.335,2266240.405,1328.008
4732344.581,2266243.405,1327.778
4732344.571,2266240.405,1327.750
4732347.817,2266243.405,1327.687
4732347.807,2266240.405,1327.659
4732351.054,2266243.405,1327.600
4732351.044,2266240.405,1327.573
4732354.286,2266243.405,1327.522
4732354.276,2266240.405,1327.500
4732355.559,2266243.405,1327.516
4732355.559,2266240.405,1327.500
4732358.796,2266243.405,1327.516
4732358.796,2266240.405,1327.500
4732362.033,2266243.405,1327.516
4732362.033,2266240.405,1327.500
4732365.270,2266243.405,1327.516
4732365.270,2266240.405,1327.500
4732368.507,2266243.405,1327.516
4732368.507,2266240.405,1327.500
4732371.744,2266243.405,1327.516
4732371.744,2266240.405,1327.500
4732374.981,2266243.405,1327.516
4732374.981,2266240.405,1327.500
4732378.218,2266243.405,1327.516
4732378.218,2266240.405,1327.500
4732381.455,2266243.405,1327.516
4732381.455,2266240.405,1327.500
4732384.692,2266243.405,1327.516
4732384.692,2266240.405,1327.500
4732387.929,2266243.405,1327.516
4732387.929,2266240.405,1327.500
4732391.162,2266243.405,1327.516
4732391.162,2266240.405,1327.500
4732321.407,2266236.095,1328.159
4732321.399,2266233.095,1328.144
4732324.644,2266236.095,1328.117
4732324.636,2266233.095,1328.125
4732327.881,2266236.095,1328.098
4732327.872,2266233.095,1328.106
4732331.117,2266236.095,1328.079
4732331.109,2266233.095,1328.088
4732334.354,2266236.095,1328.060
4732334.345,2266233.095,1328.069
4732337.590,2266236.095,1328.042
4732337.582,2266233.095,1328.050
4732340.827,2266236.095,1328.023
4732340.819,2266233.095,1328.031
4732344.064,2266236.095,1328.004
4732344.055,2266233.095,1328.013
4732347.300,2266236.095,1327.745
4732347.292,2266233.095,1327.731
4732350.537,2266236.095,1327.693
4732350.528,2266233.095,1327.643
4732353.773,2266236.095,1327.642
4732353.765,2266233.095,1327.596
4732357.006,2266236.095,1327.590
4732356.997,2266233.095,1327.556
4732358.274,2266236.095,1327.573
4732358.273,2266233.095,1327.544
4732361.511,2266236.095,1327.568
4732361.510,2266233.095,1327.511
4732364.748,2266236.095,1327.563
4732364.747,2266233.095,1327.500
4732367.985,2266236.095,1327.558
4732367.984,2266233.095,1327.500
4732371.222,2266236.095,1327.553
4732371.221,2266233.095,1327.500
4732374.459,2266236.095,1327.547
4732374.458,2266233.095,1327.500
4732377.696,2266236.095,1327.542
4732377.695,2266233.095,1327.500
4732380.933,2266236.095,1327.537
4732380.932,2266233.095,1327.500
4732384.170,2266236.095,1327.532
4732384.169,2266233.095,1327.500
4732387.407,2266236.095,1327.527
4732387.406,2266233.095,1327.500
4732390.644,2266236.095,1327.521
4732390.643,2266233.095,1327.500
4732393.877,2266236.095,1327.516
4732393.876,2266233.095,1327.500
4732324.093,2266228.797,1328.164
4732324.085,2266225.797,1328.149
4732327.330,2266228.797,1328.122
4732327.322,2266225.797,1328.130
4732330.566,2266228.797,1328.103
4732330.559,2266225.797,1328.111
4732333.803,2266228.797,1328.084
4732333.795,2266225.797,1328.093
4732337.040,2266228.797,1328.065
4732337.032,2266225.797,1328.074
4732340.276,2266228.797,1328.047
4732340.269,2266225.797,1328.055
4732343.513,2266228.797,1328.028
4732343.505,2266225.797,1328.036
4732346.750,2266228.797,1328.009
4732346.742,2266225.797,1328.018
4732349.986,2266228.797,1327.791
4732349.979,2266225.797,1327.911
4732353.223,2266228.797,1327.744
4732353.215,2266225.797,1327.702
4732356.460,2266228.797,1327.698
4732356.452,2266225.797,1327.658
4732359.692,2266228.797,1327.651
4732359.685,2266225.797,1327.621
4732360.964,2266228.797,1327.638
4732360.962,2266225.797,1327.613
4732364.201,2266228.797,1327.627
4732364.199,2266225.797,1327.584
4732367.438,2266228.797,1327.616
4732367.436,2266225.797,1327.555
4732370.675,2266228.797,1327.605
4732370.673,2266225.797,1327.538
4732373.912,2266228.797,1327.594
4732373.910,2266225.797,1327.522
4732377.149,2266228.797,1327.583
4732377.147,2266225.797,1327.509
4732380.386,2266228.797,1327.572
4732380.384,2266225.797,1327.501
4732383.623,2266228.797,1327.561
4732383.621,2266225.797,1327.500
